,urls
47,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2025248216&_cid=P22-MIZIF6-17177-1
48,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA152443598&_cid=P22-MIZIF6-17177-1
49,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA105547076&_cid=P22-MIZIF6-17177-1
50,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36890605&_cid=P22-MIZIF6-17177-1
51,https://patentscope.wipo.int/search/en/detail.jsf?docId=KR92275402&_cid=P22-MIZIF6-17177-1
52,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36860035&_cid=P22-MIZIF6-17177-1
53,https://patentscope.wipo.int/search/en/detail.jsf?docId=US38164217&_cid=P22-MIZIF6-17177-1
54,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA105808257&_cid=P22-MIZIF6-17177-1
55,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN313339038&_cid=P22-MIZIF6-17177-1
56,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2025042435&_cid=P22-MIZIF6-17177-1
57,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP292572028&_cid=P22-MIZIF6-17177-1
58,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP123111096&_cid=P22-MIZIF6-17177-1
59,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36948739&_cid=P22-MIZIF6-17177-1
60,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36981885&_cid=P22-MIZIF6-17177-1
61,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP133206810&_cid=P22-MIZIF6-17177-1
62,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA124240115&_cid=P22-MIZIF6-17177-1
63,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93553556&_cid=P22-MIZIF6-17177-1
64,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37126650&_cid=P22-MIZIF6-17177-1
65,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36965997&_cid=P22-MIZIF6-17177-1
66,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP251063890&_cid=P22-MIZIF6-17177-1
67,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2022061392&_cid=P22-MIZIF6-17177-1
68,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA236786557&_cid=P22-MIZIF6-17177-1
69,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN366094556&_cid=P22-MIZIF6-17177-1
70,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37356699&_cid=P22-MIZIF6-17177-1
71,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP198010505&_cid=P22-MIZIF6-17177-1
72,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93319456&_cid=P22-MIZIF6-17177-1
73,https://patentscope.wipo.int/search/en/detail.jsf?docId=GB449229363&_cid=P22-MIZIF6-17177-1
74,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP389041578&_cid=P22-MIZIF6-17177-1
75,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2022201061&_cid=P22-MIZIF6-17177-1
76,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP421392507&_cid=P22-MIZIF6-17177-1
77,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP465991219&_cid=P22-MIZIF6-17177-1
78,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93478681&_cid=P22-MIZIF6-17177-1
79,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP404741209&_cid=P22-MIZIF6-17177-1
80,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2014096226&_cid=P22-MIZIF6-17177-1
81,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93507770&_cid=P22-MIZIF6-17177-1
82,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP395661351&_cid=P22-MIZIF6-17177-1
83,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36416154&_cid=P22-MIZIF6-17177-1
84,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37150450&_cid=P22-MIZIF6-17177-1
85,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2014158095&_cid=P22-MIZIF6-17177-1
86,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP11716172&_cid=P22-MIZIF6-17177-1
87,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024030023&_cid=P22-MIZIF6-17177-1
88,https://patentscope.wipo.int/search/en/detail.jsf?docId=NL238223595&_cid=P22-MIZIF6-17177-1
89,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93518216&_cid=P22-MIZIF6-17177-1
90,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP131259417&_cid=P22-MIZIF6-17177-1
91,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN346034371&_cid=P22-MIZIF6-17177-1
92,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN451736187&_cid=P22-MIZIF6-17177-1
93,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2025046608&_cid=P22-MIZIF6-17177-1
94,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211819505&_cid=P22-MIZIF6-17177-1
95,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36996412&_cid=P22-MIZIF6-17177-1
96,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP159711685&_cid=P22-MIZIF6-17177-1
97,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2014154250&_cid=P22-MIZIF6-17177-1
98,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211757770&_cid=P22-MIZIF6-17177-1
99,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2023089373&_cid=P22-MIZIF6-17177-1
100,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP439568918&_cid=P22-MIZIF6-17177-1
101,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36968894&_cid=P22-MIZIF6-17177-1
102,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37324178&_cid=P22-MIZIF6-17177-1
103,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP11424015&_cid=P22-MIZIF6-17177-1
104,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93485228&_cid=P22-MIZIF6-17177-1
105,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2018140326&_cid=P22-MIZIF6-17177-1
106,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024200537&_cid=P22-MIZIF6-17177-1
107,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP427174997&_cid=P22-MIZIF6-17177-1
108,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP245432024&_cid=P22-MIZIF6-17177-1
109,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94401414&_cid=P22-MIZIF6-17177-1
110,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36630030&_cid=P22-MIZIF6-17177-1
111,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2022104015&_cid=P22-MIZIF6-17177-1
112,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2025250426&_cid=P22-MIZIF6-17177-1
113,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37317668&_cid=P22-MIZIF6-17177-1
114,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP278935456&_cid=P22-MIZIF6-17177-1
115,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37710173&_cid=P22-MIZIF6-17177-1
116,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93497510&_cid=P22-MIZIF6-17177-1
117,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP423908808&_cid=P22-MIZIF6-17177-1
118,https://patentscope.wipo.int/search/en/detail.jsf?docId=GB447984773&_cid=P22-MIZIF6-17177-1
119,https://patentscope.wipo.int/search/en/detail.jsf?docId=US38308469&_cid=P22-MIZIF6-17177-1
120,https://patentscope.wipo.int/search/en/detail.jsf?docId=US43223262&_cid=P22-MIZIF6-17177-1
121,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36706037&_cid=P22-MIZIF6-17177-1
122,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP133201815&_cid=P22-MIZIF6-17177-1
123,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP275490154&_cid=P22-MIZIF6-17177-1
124,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2018202828&_cid=P22-MIZIF6-17177-1
125,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA173935865&_cid=P22-MIZIF6-17177-1
126,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2013083445&_cid=P22-MIZIF6-17177-1
127,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37475967&_cid=P22-MIZIF6-17177-1
128,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36939178&_cid=P22-MIZIF6-17177-1
129,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36827976&_cid=P22-MIZIF6-17177-1
130,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36875038&_cid=P22-MIZIF6-17177-1
131,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36764994&_cid=P22-MIZIF6-17177-1
132,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2025050090&_cid=P22-MIZIF6-17177-1
133,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA108110570&_cid=P22-MIZIF6-17177-1
134,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP154523696&_cid=P22-MIZIF6-17177-1
135,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP145110863&_cid=P22-MIZIF6-17177-1
136,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP464110889&_cid=P22-MIZIF6-17177-1
137,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP192500875&_cid=P22-MIZIF6-17177-1
138,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2022079002&_cid=P22-MIZIF6-17177-1
139,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP405671282&_cid=P22-MIZIF6-17177-1
140,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP248882507&_cid=P22-MIZIF6-17177-1
141,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP342816222&_cid=P22-MIZIF6-17177-1
142,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN397756145&_cid=P22-MIZIF6-17177-1
143,https://patentscope.wipo.int/search/en/detail.jsf?docId=NZ430069256&_cid=P22-MIZIF6-17177-1
144,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP105943906&_cid=P22-MIZIF6-17177-1
145,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211763613&_cid=P22-MIZIF6-17177-1
146,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2019123251&_cid=P22-MIZIF6-17177-1
147,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2017051284&_cid=P22-MIZIF6-17177-1
148,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP224115621&_cid=P22-MIZIF6-17177-1
149,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2025227093&_cid=P22-MIZIF6-17177-1
150,https://patentscope.wipo.int/search/en/detail.jsf?docId=NL421417087&_cid=P22-MIZIF6-17177-1
151,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP123177299&_cid=P22-MIZIF6-17177-1
152,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP179474551&_cid=P22-MIZIF6-17177-1
153,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2015104320&_cid=P22-MIZIF6-17177-1
154,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA175381840&_cid=P22-MIZIF6-17177-1
155,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP405671068&_cid=P22-MIZIF6-17177-1
156,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36360569&_cid=P22-MIZIF6-17177-1
157,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP441489290&_cid=P22-MIZIF6-17177-1
158,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2023275049&_cid=P22-MIZIF6-17177-1
159,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211654156&_cid=P22-MIZIF6-17177-1
160,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2025078789&_cid=P22-MIZIF6-17177-1
161,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93565568&_cid=P22-MIZIF6-17177-1
162,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP395659418&_cid=P22-MIZIF6-17177-1
163,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2001000840&_cid=P22-MIZIF6-17177-1
164,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP407947856&_cid=P22-MIZIF6-17177-1
165,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP13672122&_cid=P22-MIZIF6-17177-1
166,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP383774558&_cid=P22-MIZIF6-17177-1
167,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2021255421&_cid=P22-MIZIF6-17177-1
168,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37081563&_cid=P22-MIZIF6-17177-1
169,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP395661350&_cid=P22-MIZIF6-17177-1
170,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2011023824&_cid=P22-MIZIF6-17177-1
171,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37392835&_cid=P22-MIZIF6-17177-1
172,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36405405&_cid=P22-MIZIF6-17177-1
173,https://patentscope.wipo.int/search/en/detail.jsf?docId=US40218743&_cid=P22-MIZIF6-17177-1
174,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP453819323&_cid=P22-MIZIF6-17177-1
175,https://patentscope.wipo.int/search/en/detail.jsf?docId=US38646608&_cid=P22-MIZIF6-17177-1
176,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37227475&_cid=P22-MIZIF6-17177-1
177,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93519436&_cid=P22-MIZIF6-17177-1
178,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2022084703&_cid=P22-MIZIF6-17177-1
179,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP405673151&_cid=P22-MIZIF6-17177-1
180,https://patentscope.wipo.int/search/en/detail.jsf?docId=US41880373&_cid=P22-MIZIF6-17177-1
181,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP11286598&_cid=P22-MIZIF6-17177-1
182,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP173913848&_cid=P22-MIZIF6-17177-1
183,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1999046347&_cid=P22-MIZIF6-17177-1
184,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP96104550&_cid=P22-MIZIF6-17177-1
185,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP133804732&_cid=P22-MIZIF6-17177-1
186,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2014009146&_cid=P22-MIZIF6-17177-1
187,https://patentscope.wipo.int/search/en/detail.jsf?docId=US43518424&_cid=P22-MIZIF6-17177-1
188,https://patentscope.wipo.int/search/en/detail.jsf?docId=US38030708&_cid=P22-MIZIF6-17177-1
189,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1998029443&_cid=P22-MIZIF6-17177-1
190,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14654647&_cid=P22-MIZIF6-17177-1
191,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2005103211&_cid=P22-MIZIF6-17177-1
192,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP46131636&_cid=P22-MIZIF6-17177-1
193,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211574411&_cid=P22-MIZIF6-17177-1
194,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2011004251&_cid=P22-MIZIF6-17177-1
195,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP13815439&_cid=P22-MIZIF6-17177-1
196,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2011064395&_cid=P22-MIZIF6-17177-1
197,https://patentscope.wipo.int/search/en/detail.jsf?docId=US42757493&_cid=P22-MIZIF6-17177-1
198,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94363911&_cid=P22-MIZIF6-17177-1
199,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211745733&_cid=P22-MIZIF6-17177-1
200,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2007117597&_cid=P22-MIZIF6-17177-2
201,https://patentscope.wipo.int/search/en/detail.jsf?docId=KR92215484&_cid=P22-MIZIF6-17177-2
202,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP173338984&_cid=P22-MIZIF6-17177-2
203,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2016071192&_cid=P22-MIZIF6-17177-2
204,https://patentscope.wipo.int/search/en/detail.jsf?docId=US40850956&_cid=P22-MIZIF6-17177-2
205,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211396633&_cid=P22-MIZIF6-17177-2
206,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2002030997&_cid=P22-MIZIF6-17177-2
207,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2004104031&_cid=P22-MIZIF6-17177-2
208,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1998029445&_cid=P22-MIZIF6-17177-2
209,https://patentscope.wipo.int/search/en/detail.jsf?docId=US40992400&_cid=P22-MIZIF6-17177-2
210,https://patentscope.wipo.int/search/en/detail.jsf?docId=US41622860&_cid=P22-MIZIF6-17177-2
211,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP282506886&_cid=P22-MIZIF6-17177-2
212,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP13212090&_cid=P22-MIZIF6-17177-2
213,https://patentscope.wipo.int/search/en/detail.jsf?docId=US39490930&_cid=P22-MIZIF6-17177-2
214,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93844745&_cid=P22-MIZIF6-17177-2
215,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1998013294&_cid=P22-MIZIF6-17177-2
216,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1991018454&_cid=P22-MIZIF6-17177-2
217,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP57543595&_cid=P22-MIZIF6-17177-2
218,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211572382&_cid=P22-MIZIF6-17177-2
219,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2011017243&_cid=P22-MIZIF6-17177-2
220,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP12084448&_cid=P22-MIZIF6-17177-2
221,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36902244&_cid=P22-MIZIF6-17177-2
222,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2018118416&_cid=P22-MIZIF6-17177-2
223,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94367627&_cid=P22-MIZIF6-17177-2
224,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024189106&_cid=P22-MIZIF6-17177-2
225,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2008069833&_cid=P22-MIZIF6-17177-2
226,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2017140684&_cid=P22-MIZIF6-17177-2
227,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2016131943&_cid=P22-MIZIF6-17177-2
228,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2016046321&_cid=P22-MIZIF6-17177-2
229,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2013153139&_cid=P22-MIZIF6-17177-2
230,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2019122339&_cid=P22-MIZIF6-17177-2
231,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2023152365&_cid=P22-MIZIF6-17177-2
232,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2023062092&_cid=P22-MIZIF6-17177-2
233,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024094553&_cid=P22-MIZIF6-17177-2
234,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2017009263&_cid=P22-MIZIF6-17177-2
235,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2015155178&_cid=P22-MIZIF6-17177-2
236,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2017158050&_cid=P22-MIZIF6-17177-2
237,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2017158396&_cid=P22-MIZIF6-17177-2
238,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2020021300&_cid=P22-MIZIF6-17177-2
239,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2019077125&_cid=P22-MIZIF6-17177-2
240,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2019101995&_cid=P22-MIZIF6-17177-2
241,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2019158546&_cid=P22-MIZIF6-17177-2
242,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2023180245&_cid=P22-MIZIF6-17177-2
243,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024023068&_cid=P22-MIZIF6-17177-2
244,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024028476&_cid=P22-MIZIF6-17177-2
245,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2021123300&_cid=P22-MIZIF6-17177-2
246,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024175604&_cid=P22-MIZIF6-17177-2
247,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2025242860&_cid=P22-MIZIF6-17177-2
248,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1996033915&_cid=P22-MIZIF6-17177-2
249,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2010136570&_cid=P22-MIZIF6-17177-2
250,https://patentscope.wipo.int/search/en/detail.jsf?docId=US40064629&_cid=P22-MIZIF6-17177-2
251,https://patentscope.wipo.int/search/en/detail.jsf?docId=US36791065&_cid=P22-MIZIF6-17177-2
252,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2016046414&_cid=P22-MIZIF6-17177-2
253,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2014033245&_cid=P22-MIZIF6-17177-2
254,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2014053315&_cid=P22-MIZIF6-17177-2
255,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2018210418&_cid=P22-MIZIF6-17177-2
256,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2017134116&_cid=P22-MIZIF6-17177-2
257,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2019238933&_cid=P22-MIZIF6-17177-2
