,urls
19,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP20576380&_cid=P11-MIZJRQ-12597-1
20,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP200557706&_cid=P11-MIZJRQ-12597-1
21,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2016024155&_cid=P11-MIZJRQ-12597-1
22,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2013093428&_cid=P11-MIZJRQ-12597-1
23,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2015140100&_cid=P11-MIZJRQ-12597-1
24,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2011093749&_cid=P11-MIZJRQ-12597-1
25,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP133851972&_cid=P11-MIZJRQ-12597-1
26,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP13697060&_cid=P11-MIZJRQ-12597-1
27,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2001002322&_cid=P11-MIZJRQ-12597-1
28,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP30110131&_cid=P11-MIZJRQ-12597-1
29,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94562241&_cid=P11-MIZJRQ-12597-1
30,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2013087585&_cid=P11-MIZJRQ-12597-1
31,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14065804&_cid=P11-MIZJRQ-12597-1
32,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2005071044&_cid=P11-MIZJRQ-12597-1
33,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14119297&_cid=P11-MIZJRQ-12597-1
34,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2003010117&_cid=P11-MIZJRQ-12597-1
35,https://patentscope.wipo.int/search/en/detail.jsf?docId=US41405963&_cid=P11-MIZJRQ-12597-1
36,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14661320&_cid=P11-MIZJRQ-12597-1
37,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2002096833&_cid=P11-MIZJRQ-12597-1
38,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA310733437&_cid=P11-MIZJRQ-12597-1
39,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2000060029&_cid=P11-MIZJRQ-12597-1
40,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2013093423&_cid=P11-MIZJRQ-12597-1
41,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2013033812&_cid=P11-MIZJRQ-12597-1
42,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP13891548&_cid=P11-MIZJRQ-12597-1
43,https://patentscope.wipo.int/search/en/detail.jsf?docId=US39989570&_cid=P11-MIZJRQ-12597-1
44,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP43959403&_cid=P11-MIZJRQ-12597-1
45,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14835037&_cid=P11-MIZJRQ-12597-1
46,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2001094499&_cid=P11-MIZJRQ-12597-1
47,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94564050&_cid=P11-MIZJRQ-12597-1
48,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2010122025&_cid=P11-MIZJRQ-12597-1
49,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP205860286&_cid=P11-MIZJRQ-12597-1
50,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37799718&_cid=P11-MIZJRQ-12597-1
51,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2003018519&_cid=P11-MIZJRQ-12597-1
52,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14908784&_cid=P11-MIZJRQ-12597-1
53,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2008000784&_cid=P11-MIZJRQ-12597-1
54,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2000068339&_cid=P11-MIZJRQ-12597-1
55,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94100754&_cid=P11-MIZJRQ-12597-1
56,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211640900&_cid=P11-MIZJRQ-12597-1
57,https://patentscope.wipo.int/search/en/detail.jsf?docId=US40158715&_cid=P11-MIZJRQ-12597-1
58,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP13438021&_cid=P11-MIZJRQ-12597-1
59,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1996006816&_cid=P11-MIZJRQ-12597-1
60,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211641109&_cid=P11-MIZJRQ-12597-1
61,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14908509&_cid=P11-MIZJRQ-12597-1
62,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2007009951&_cid=P11-MIZJRQ-12597-1
63,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94716772&_cid=P11-MIZJRQ-12597-1
64,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2007009952&_cid=P11-MIZJRQ-12597-1
65,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP97619872&_cid=P11-MIZJRQ-12597-1
66,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14535616&_cid=P11-MIZJRQ-12597-1
67,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94205703&_cid=P11-MIZJRQ-12597-1
68,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2003097565&_cid=P11-MIZJRQ-12597-1
69,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94089958&_cid=P11-MIZJRQ-12597-1
70,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2014144855&_cid=P11-MIZJRQ-12597-1
71,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1998019979&_cid=P11-MIZJRQ-12597-1
72,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14496127&_cid=P11-MIZJRQ-12597-1
73,https://patentscope.wipo.int/search/en/detail.jsf?docId=GB135095976&_cid=P11-MIZJRQ-12597-1
74,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP378644296&_cid=P11-MIZJRQ-12597-1
75,https://patentscope.wipo.int/search/en/detail.jsf?docId=US40918534&_cid=P11-MIZJRQ-12597-1
76,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2021139898&_cid=P11-MIZJRQ-12597-1
77,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2021140227&_cid=P11-MIZJRQ-12597-1
78,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA297178525&_cid=P11-MIZJRQ-12597-1
79,https://patentscope.wipo.int/search/en/detail.jsf?docId=NZ179112073&_cid=P11-MIZJRQ-12597-1
80,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2001062381&_cid=P11-MIZJRQ-12597-1
81,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2014117726&_cid=P11-MIZJRQ-12597-1
82,https://patentscope.wipo.int/search/en/detail.jsf?docId=GB135123275&_cid=P11-MIZJRQ-12597-1
83,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP464446980&_cid=P11-MIZJRQ-12597-1
84,https://patentscope.wipo.int/search/en/detail.jsf?docId=US40189038&_cid=P11-MIZJRQ-12597-1
85,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP11220779&_cid=P11-MIZJRQ-12597-1
86,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2006075216&_cid=P11-MIZJRQ-12597-1
87,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP350356733&_cid=P11-MIZJRQ-12597-1
88,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP130719813&_cid=P11-MIZJRQ-12597-1
89,https://patentscope.wipo.int/search/en/detail.jsf?docId=US39841414&_cid=P11-MIZJRQ-12597-1
90,https://patentscope.wipo.int/search/en/detail.jsf?docId=US39709084&_cid=P11-MIZJRQ-12597-1
91,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2009127990&_cid=P11-MIZJRQ-12597-1
92,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94467788&_cid=P11-MIZJRQ-12597-1
93,https://patentscope.wipo.int/search/en/detail.jsf?docId=NZ179101522&_cid=P11-MIZJRQ-12597-1
94,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2020205494&_cid=P11-MIZJRQ-12597-1
95,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94403180&_cid=P11-MIZJRQ-12597-1
96,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP455128851&_cid=P11-MIZJRQ-12597-1
97,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA153283720&_cid=P11-MIZJRQ-12597-1
98,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP90767975&_cid=P11-MIZJRQ-12597-1
99,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2011131928&_cid=P11-MIZJRQ-12597-1
100,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2011045692&_cid=P11-MIZJRQ-12597-1
101,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP424807634&_cid=P11-MIZJRQ-12597-1
102,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94092354&_cid=P11-MIZJRQ-12597-1
103,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024003844&_cid=P11-MIZJRQ-12597-1
104,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP423909196&_cid=P11-MIZJRQ-12597-1
105,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93973639&_cid=P11-MIZJRQ-12597-1
106,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1998047620&_cid=P11-MIZJRQ-12597-1
107,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP13825026&_cid=P11-MIZJRQ-12597-1
108,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94042240&_cid=P11-MIZJRQ-12597-1
109,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2020176210&_cid=P11-MIZJRQ-12597-1
110,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP346696756&_cid=P11-MIZJRQ-12597-1
111,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2001042175&_cid=P11-MIZJRQ-12597-1
112,https://patentscope.wipo.int/search/en/detail.jsf?docId=KR74403665&_cid=P11-MIZJRQ-12597-1
113,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP306634287&_cid=P11-MIZJRQ-12597-1
114,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2019099002&_cid=P11-MIZJRQ-12597-1
115,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2016138165&_cid=P11-MIZJRQ-12597-1
116,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14927159&_cid=P11-MIZJRQ-12597-1
117,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP20742089&_cid=P11-MIZJRQ-12597-1
118,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA123408366&_cid=P11-MIZJRQ-12597-1
119,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2007068732&_cid=P11-MIZJRQ-12597-1
120,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93633944&_cid=P11-MIZJRQ-12597-1
121,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2022150601&_cid=P11-MIZJRQ-12597-1
122,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP414488842&_cid=P11-MIZJRQ-12597-1
123,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94113678&_cid=P11-MIZJRQ-12597-1
124,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP11283218&_cid=P11-MIZJRQ-12597-1
125,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93547565&_cid=P11-MIZJRQ-12597-1
126,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP13732198&_cid=P11-MIZJRQ-12597-1
127,https://patentscope.wipo.int/search/en/detail.jsf?docId=NZ179050664&_cid=P11-MIZJRQ-12597-1
128,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2010071967&_cid=P11-MIZJRQ-12597-1
129,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94055332&_cid=P11-MIZJRQ-12597-1
130,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94552701&_cid=P11-MIZJRQ-12597-1
131,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP10993250&_cid=P11-MIZJRQ-12597-1
132,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37931452&_cid=P11-MIZJRQ-12597-1
133,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2001060773&_cid=P11-MIZJRQ-12597-1
134,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2012138415&_cid=P11-MIZJRQ-12597-1
135,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94009128&_cid=P11-MIZJRQ-12597-1
136,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA211929224&_cid=P11-MIZJRQ-12597-1
137,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2001028963&_cid=P11-MIZJRQ-12597-1
138,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2010011332&_cid=P11-MIZJRQ-12597-1
139,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94508098&_cid=P11-MIZJRQ-12597-1
140,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2002096837&_cid=P11-MIZJRQ-12597-1
141,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2001028962&_cid=P11-MIZJRQ-12597-1
142,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2001085650&_cid=P11-MIZJRQ-12597-1
143,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP13909063&_cid=P11-MIZJRQ-12597-1
144,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP191695664&_cid=P11-MIZJRQ-12597-1
145,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2001076734&_cid=P11-MIZJRQ-12597-1
146,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1999061550&_cid=P11-MIZJRQ-12597-1
147,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP12370500&_cid=P11-MIZJRQ-12597-1
148,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2008135940&_cid=P11-MIZJRQ-12597-1
149,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93898239&_cid=P11-MIZJRQ-12597-1
150,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14644279&_cid=P11-MIZJRQ-12597-1
151,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2005099869&_cid=P11-MIZJRQ-12597-1
152,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1993005000&_cid=P11-MIZJRQ-12597-1
153,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP10977367&_cid=P11-MIZJRQ-12597-1
154,https://patentscope.wipo.int/search/en/detail.jsf?docId=GB135175560&_cid=P11-MIZJRQ-12597-1
155,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP75373187&_cid=P11-MIZJRQ-12597-1
156,https://patentscope.wipo.int/search/en/detail.jsf?docId=US40327194&_cid=P11-MIZJRQ-12597-1
157,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94115270&_cid=P11-MIZJRQ-12597-1
158,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94051569&_cid=P11-MIZJRQ-12597-1
159,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP76198236&_cid=P11-MIZJRQ-12597-1
160,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA96768471&_cid=P11-MIZJRQ-12597-1
161,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93981430&_cid=P11-MIZJRQ-12597-1
162,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2000071253&_cid=P11-MIZJRQ-12597-1
163,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2008135939&_cid=P11-MIZJRQ-12597-1
164,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2008135941&_cid=P11-MIZJRQ-12597-1
165,https://patentscope.wipo.int/search/en/detail.jsf?docId=US39467420&_cid=P11-MIZJRQ-12597-1
166,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37214524&_cid=P11-MIZJRQ-12597-1
167,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1996031276&_cid=P11-MIZJRQ-12597-1
168,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2012146903&_cid=P11-MIZJRQ-12597-1
169,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP317213248&_cid=P11-MIZJRQ-12597-1
170,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA96774247&_cid=P11-MIZJRQ-12597-1
171,https://patentscope.wipo.int/search/en/detail.jsf?docId=US41200258&_cid=P11-MIZJRQ-12597-1
172,https://patentscope.wipo.int/search/en/detail.jsf?docId=KR92271552&_cid=P11-MIZJRQ-12597-1
173,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN300646070&_cid=P11-MIZJRQ-12597-1
174,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2006061552&_cid=P11-MIZJRQ-12597-1
175,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP411690925&_cid=P11-MIZJRQ-12597-1
176,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2013126341&_cid=P11-MIZJRQ-12597-1
177,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP231422611&_cid=P11-MIZJRQ-12597-1
178,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP128586072&_cid=P11-MIZJRQ-12597-1
179,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2019180125&_cid=P11-MIZJRQ-12597-1
180,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2012106795&_cid=P11-MIZJRQ-12597-1
181,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2000063141&_cid=P11-MIZJRQ-12597-1
182,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2011080197&_cid=P11-MIZJRQ-12597-1
183,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP465159458&_cid=P11-MIZJRQ-12597-1
184,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP430538208&_cid=P11-MIZJRQ-12597-1
185,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP30281966&_cid=P11-MIZJRQ-12597-1
186,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2023175293&_cid=P11-MIZJRQ-12597-1
187,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14984782&_cid=P11-MIZJRQ-12597-1
188,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2017091400&_cid=P11-MIZJRQ-12597-1
189,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1999039825&_cid=P11-MIZJRQ-12597-1
190,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP12020224&_cid=P11-MIZJRQ-12597-1
191,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO1998047618&_cid=P11-MIZJRQ-12597-1
192,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP430538209&_cid=P11-MIZJRQ-12597-1
193,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP465159454&_cid=P11-MIZJRQ-12597-1
194,https://patentscope.wipo.int/search/en/detail.jsf?docId=KR74248663&_cid=P11-MIZJRQ-12597-1
195,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2017009427&_cid=P11-MIZJRQ-12597-1
196,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP163436177&_cid=P11-MIZJRQ-12597-1
197,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP430538211&_cid=P11-MIZJRQ-12597-1
198,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP465159457&_cid=P11-MIZJRQ-12597-1
199,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2010071989&_cid=P11-MIZJRQ-12597-1
200,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94527031&_cid=P11-MIZJRQ-12597-2
201,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP74120833&_cid=P11-MIZJRQ-12597-2
202,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP465159455&_cid=P11-MIZJRQ-12597-2
203,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP430538210&_cid=P11-MIZJRQ-12597-2
204,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94551689&_cid=P11-MIZJRQ-12597-2
205,https://patentscope.wipo.int/search/en/detail.jsf?docId=US39761399&_cid=P11-MIZJRQ-12597-2
206,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14953647&_cid=P11-MIZJRQ-12597-2
207,https://patentscope.wipo.int/search/en/detail.jsf?docId=US39633347&_cid=P11-MIZJRQ-12597-2
208,https://patentscope.wipo.int/search/en/detail.jsf?docId=GB135168339&_cid=P11-MIZJRQ-12597-2
209,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA96768450&_cid=P11-MIZJRQ-12597-2
210,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94065594&_cid=P11-MIZJRQ-12597-2
211,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA96768465&_cid=P11-MIZJRQ-12597-2
212,https://patentscope.wipo.int/search/en/detail.jsf?docId=IN211658029&_cid=P11-MIZJRQ-12597-2
213,https://patentscope.wipo.int/search/en/detail.jsf?docId=US40844890&_cid=P11-MIZJRQ-12597-2
214,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024116146&_cid=P11-MIZJRQ-12597-2
215,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP96219898&_cid=P11-MIZJRQ-12597-2
216,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2010035961&_cid=P11-MIZJRQ-12597-2
217,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP152522861&_cid=P11-MIZJRQ-12597-2
218,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP430538212&_cid=P11-MIZJRQ-12597-2
219,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP465159456&_cid=P11-MIZJRQ-12597-2
220,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94406504&_cid=P11-MIZJRQ-12597-2
221,https://patentscope.wipo.int/search/en/detail.jsf?docId=US39329560&_cid=P11-MIZJRQ-12597-2
222,https://patentscope.wipo.int/search/en/detail.jsf?docId=US40151829&_cid=P11-MIZJRQ-12597-2
223,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA96771668&_cid=P11-MIZJRQ-12597-2
224,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024116147&_cid=P11-MIZJRQ-12597-2
225,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024116150&_cid=P11-MIZJRQ-12597-2
226,https://patentscope.wipo.int/search/en/detail.jsf?docId=NZ179029356&_cid=P11-MIZJRQ-12597-2
227,https://patentscope.wipo.int/search/en/detail.jsf?docId=KR95477013&_cid=P11-MIZJRQ-12597-2
228,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2014092278&_cid=P11-MIZJRQ-12597-2
229,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2018144840&_cid=P11-MIZJRQ-12597-2
230,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA251304283&_cid=P11-MIZJRQ-12597-2
231,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2012084789&_cid=P11-MIZJRQ-12597-2
232,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2002008162&_cid=P11-MIZJRQ-12597-2
233,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP91373846&_cid=P11-MIZJRQ-12597-2
234,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2024116148&_cid=P11-MIZJRQ-12597-2
235,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP90215754&_cid=P11-MIZJRQ-12597-2
236,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP11207552&_cid=P11-MIZJRQ-12597-2
237,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14645639&_cid=P11-MIZJRQ-12597-2
238,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94108533&_cid=P11-MIZJRQ-12597-2
239,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14394192&_cid=P11-MIZJRQ-12597-2
240,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2004058921&_cid=P11-MIZJRQ-12597-2
241,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2016091692&_cid=P11-MIZJRQ-12597-2
242,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94406500&_cid=P11-MIZJRQ-12597-2
243,https://patentscope.wipo.int/search/en/detail.jsf?docId=US37799717&_cid=P11-MIZJRQ-12597-2
244,https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2002020439&_cid=P11-MIZJRQ-12597-2
245,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93941526&_cid=P11-MIZJRQ-12597-2
246,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA93867745&_cid=P11-MIZJRQ-12597-2
247,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA96771670&_cid=P11-MIZJRQ-12597-2
248,https://patentscope.wipo.int/search/en/detail.jsf?docId=KR74248664&_cid=P11-MIZJRQ-12597-2
249,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP105835480&_cid=P11-MIZJRQ-12597-2
250,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP14075506&_cid=P11-MIZJRQ-12597-2
251,https://patentscope.wipo.int/search/en/detail.jsf?docId=EP13951781&_cid=P11-MIZJRQ-12597-2
252,https://patentscope.wipo.int/search/en/detail.jsf?docId=CA94165289&_cid=P11-MIZJRQ-12597-2
